"titles_south","word","n","total","tf","idf","tf_idf"
"Legislature must act boldly on climate change","on",8,923,0.00866738894907909,0,0
"Legislature must act boldly on climate change","that",8,923,0.00866738894907909,0,0
"Oklahoma faith community to discuss climate and environment","78",8,1057,0.0075685903500473,0,0
"Oklahoma faith community to discuss climate and environment","faith",8,1057,0.0075685903500473,2.07944154167984,0.0157384411858455
"Oklahoma faith community to discuss climate and environment","for",8,1057,0.0075685903500473,0,0
"Oklahoma faith community to discuss climate and environment","texas",8,1057,0.0075685903500473,0,0
"POWER SHIFT","78",8,868,0.00921658986175115,0,0
"POWER SHIFT","is",8,868,0.00921658986175115,0,0
"Strong tornadoes not linked to climate change, experts say","a",8,969,0.00825593395252838,0,0
"Strong tornadoes not linked to climate change, experts say","t",8,969,0.00825593395252838,1.38629436111989,0.0114451546841683
"Strong tornadoes not linked to climate change, experts say","texas",8,969,0.00825593395252838,0,0
"WHAT WOULD DARWIN DO?","corn",8,1820,0.0043956043956044,2.77258872223978,0.0121872031746804
"WHAT WOULD DARWIN DO?","oklahoma",8,1820,0.0043956043956044,0,0
"WHAT WOULD DARWIN DO?","one",8,1820,0.0043956043956044,0.0645385211375712,0.000283685807198115
"WHAT WOULD DARWIN DO?","texas",8,1820,0.0043956043956044,0,0
"WHAT WOULD DARWIN DO?","they",8,1820,0.0043956043956044,0.470003629245736,0.00206595001866257
"Why global climate change solutions shouldn‘t be government-led","solutions",8,832,0.00961538461538462,2.07944154167984,0.01999463020846
"Action needed on climate change to protect tourism, agriculture","change",7,703,0.00995732574679943,0,0
"Action needed on climate change to protect tourism, agriculture","is",7,703,0.00995732574679943,0,0
"Action needed on climate change to protect tourism, agriculture","our",7,703,0.00995732574679943,0.133531392624523,0.00132961557378614
"Climate change talk subtle in state","90",7,1549,0.00451904454486766,0.0645385211375712,0.000291652451880567
"Climate change talk subtle in state","be",7,1549,0.00451904454486766,0,0
"Climate change talk subtle in state","it",7,1549,0.00451904454486766,0.0645385211375712,0.000291652451880567
"Climate change talk subtle in state","news",7,1549,0.00451904454486766,0,0
"Climate change talk subtle in state","states",7,1549,0.00451904454486766,0.470003629245736,0.00212396733681094
"Climate change talk subtle in state","we",7,1549,0.00451904454486766,0,0
"Climate change talk subtle in state","weather",7,1549,0.00451904454486766,0.374693449441411,0.00169325638869585
"Climate change: Just deal with it","79",7,827,0.00846432889963724,0.207639364778245,0.00175752787599481
"Climate change: Just deal with it","about",7,827,0.00846432889963724,0,0
"Climate change: Just deal with it","be",7,827,0.00846432889963724,0,0
"Climate change: Just deal with it","with",7,827,0.00846432889963724,0,0
"Climate changes affect everyone, time to act","everyone",7,668,0.0104790419161677,0.980829253011726,0.0102781508549133
"Climate-change science proven and certain as dangers to planet grow","has",7,978,0.00715746421267894,0.0645385211375712,0.000461932155381389
"Climate-change science proven and certain as dangers to planet grow","is",7,978,0.00715746421267894,0,0
"Climate-change science proven and certain as dangers to planet grow","it",7,978,0.00715746421267894,0.0645385211375712,0.000461932155381389
"Climate-change science proven and certain as dangers to planet grow","rain",7,978,0.00715746421267894,1.38629436111989,0.00992235227795423
"Climate-change science proven and certain as dangers to planet grow","their",7,978,0.00715746421267894,0.287682072451781,0.00205907413820293
"Climate-change science proven and certain as dangers to planet grow","warming",7,978,0.00715746421267894,0.287682072451781,0.00205907413820293
"Climate-change science proven and certain as dangers to planet grow","will",7,978,0.00715746421267894,0.0645385211375712,0.000461932155381389
"Fight climate change - for justice and health","73",7,875,0.008,0.133531392624523,0.00106825114099618
"Fight climate change - for justice and health","85",7,875,0.008,2.07944154167984,0.0166355323334387
"Fight climate change - for justice and health","is",7,875,0.008,0,0
"Fight climate change - for justice and health","our",7,875,0.008,0.133531392624523,0.00106825114099618
"High and Dry","at",7,1628,0.0042997542997543,0,0
"High and Dry","be",7,1628,0.0042997542997543,0,0
"High and Dry","climate",7,1628,0.0042997542997543,0,0
"High and Dry","is",7,1628,0.0042997542997543,0,0
"High and Dry","more",7,1628,0.0042997542997543,0.207639364778245,0.000892798251503508
"Hot or cold?","for",7,1298,0.00539291217257319,0,0
"Hot or cold?","oklahomans",7,1298,0.00539291217257319,2.07944154167984,0.0112142456022795
"Hot or cold?","would",7,1298,0.00539291217257319,0.374693449441411,0.00202068886447602
"Industrial Evolution","city",7,4393,0.00159344411563852,0.575364144903562,0.000916810611045967
"Industrial Evolution","could",7,4393,0.00159344411563852,0.693147180559945,0.00110449129613467
"Industrial Evolution","even",7,4393,0.00159344411563852,0.470003629245736,0.000748924517350364
"Industrial Evolution","facility",7,4393,0.00159344411563852,2.77258872223978,0.00441796518453869
"Industrial Evolution","how",7,4393,0.00159344411563852,0.575364144903562,0.000916810611045967
"Industrial Evolution","into",7,4393,0.00159344411563852,0.575364144903562,0.000916810611045967
"Industrial Evolution","much",7,4393,0.00159344411563852,0.374693449441411,0.000597053072180714
"Industrial Evolution","not",7,4393,0.00159344411563852,0,0
"Industrial Evolution","nrg",7,4393,0.00159344411563852,2.77258872223978,0.00441796518453869
"Industrial Evolution","our",7,4393,0.00159344411563852,0.133531392624523,0.000212774811830562
"Industrial Evolution","river",7,4393,0.00159344411563852,1.38629436111989,0.00220898259226935
"Industrial Evolution","these",7,4393,0.00159344411563852,0.470003629245736,0.000748924517350364
"Industrial Evolution","three",7,4393,0.00159344411563852,1.38629436111989,0.00220898259226935
"Is Climate Change Denial Thawing in Texas?","78",7,2881,0.00242971190558834,0,0
"Is Climate Change Denial Thawing in Texas?","are",7,2881,0.00242971190558834,0.0645385211375712,0.000156810013177021
"Is Climate Change Denial Thawing in Texas?","its",7,2881,0.00242971190558834,0.207639364778245,0.0005045038366705
"Is Climate Change Denial Thawing in Texas?","natural",7,2881,0.00242971190558834,0,0
"Is Climate Change Denial Thawing in Texas?","news",7,2881,0.00242971190558834,0,0
"Is Climate Change Denial Thawing in Texas?","public",7,2881,0.00242971190558834,0.207639364778245,0.0005045038366705
"Is Climate Change Denial Thawing in Texas?","republican",7,2881,0.00242971190558834,1.67397643357167,0.0040672804703234
"Is Climate Change Denial Thawing in Texas?","who",7,2881,0.00242971190558834,0.470003629245736,0.00114197341364809
"Is Climate Change Denial Thawing in Texas?","would",7,2881,0.00242971190558834,0.374693449441411,0.000910397135053757
"Legislature must act boldly on climate change","73",7,923,0.0075839653304442,0.133531392624523,0.00101269745219031
"Legislature must act boldly on climate change","food",7,923,0.0075839653304442,1.67397643357167,0.0126953792361882
"Legislature must act boldly on climate change","is",7,923,0.0075839653304442,0,0
"Legislature must act boldly on climate change","new",7,923,0.0075839653304442,0,0
"Legislature must act boldly on climate change","you",7,923,0.0075839653304442,0.470003629245736,0.00356449122938261
"Oklahoma faith community to discuss climate and environment","90",7,1057,0.00662251655629139,0.0645385211375712,0.000427407424752127
"Oklahoma faith community to discuss climate and environment","bridgewater",7,1057,0.00662251655629139,2.07944154167984,0.0137711360376148
"Oklahoma faith community to discuss climate and environment","by",7,1057,0.00662251655629139,0,0
"Oklahoma faith community to discuss climate and environment","environment",7,1057,0.00662251655629139,0.133531392624523,0.000884313858440547
"Oklahoma faith community to discuss climate and environment","environmental",7,1057,0.00662251655629139,0.374693449441411,0.00248141357245967
"Oklahoma faith community to discuss climate and environment","will",7,1057,0.00662251655629139,0.0645385211375712,0.000427407424752127
"POWER SHIFT","a",7,868,0.00806451612903226,0,0
"POWER SHIFT","carbon",7,868,0.00806451612903226,0.826678573184468,0.00666676268697151
"POWER SHIFT","emissions",7,868,0.00806451612903226,0.470003629245736,0.00379035184875593
"Strong tornadoes not linked to climate change, experts say","90",7,969,0.00722394220846233,0.0645385211375712,0.000466222546917439
"Strong tornadoes not linked to climate change, experts say","or",7,969,0.00722394220846233,0.207639364778245,0.00149997477135987
"Strong tornadoes not linked to climate change, experts say","severe",7,969,0.00722394220846233,0.980829253011726,0.00708545384012599
"Strong tornadoes not linked to climate change, experts say","weather",7,969,0.00722394220846233,0.374693449441411,0.00270676382465415
"WHAT WOULD DARWIN DO?","agriculture",7,1820,0.00384615384615385,1.16315080980568,0.00447365696079108
"WHAT WOULD DARWIN DO?","by",7,1820,0.00384615384615385,0,0
"WHAT WOULD DARWIN DO?","human",7,1820,0.00384615384615385,1.38629436111989,0.00533190138892266
"WHAT WOULD DARWIN DO?","mexico",7,1820,0.00384615384615385,0,0
"WHAT WOULD DARWIN DO?","past",7,1820,0.00384615384615385,0.693147180559945,0.00266595069446133
"WHAT WOULD DARWIN DO?","we",7,1820,0.00384615384615385,0,0
"Why global climate change solutions shouldn‘t be government-led","we",7,832,0.00841346153846154,0,0
"Action needed on climate change to protect tourism, agriculture","2021",6,703,0.0085348506401138,0,0
"Action needed on climate change to protect tourism, agriculture","agriculture",6,703,0.0085348506401138,1.16315080980568,0.0099273184336189
"Action needed on climate change to protect tourism, agriculture","climate",6,703,0.0085348506401138,0,0
"Action needed on climate change to protect tourism, agriculture","every",6,703,0.0085348506401138,0.693147180559945,0.00591590765769512
"Action needed on climate change to protect tourism, agriculture","on",6,703,0.0085348506401138,0,0
"Action needed on climate change to protect tourism, agriculture","year",6,703,0.0085348506401138,0.575364144903562,0.00491064704042869
"Climate change talk subtle in state","100",6,1549,0.00387346675274371,1.67397643357167,0.00648409206031635
"Climate change talk subtle in state","about",6,1549,0.00387346675274371,0,0
"Climate change talk subtle in state","city",6,1549,0.00387346675274371,0.575364144903562,0.00222865388600476
"Climate change talk subtle in state","environment",6,1549,0.00387346675274371,0.133531392624523,0.000517229409778654
"Climate change talk subtle in state","government",6,1549,0.00387346675274371,0.374693449441411,0.00145136261888216
"Climate change talk subtle in state","solar",6,1549,0.00387346675274371,0.980829253011726,0.00379920950165937
"Climate change talk subtle in state","will",6,1549,0.00387346675274371,0.0645385211375712,0.000249987815897629
"Climate change: Just deal with it","78",6,827,0.00725513905683192,0,0
"Climate change: Just deal with it","fe",6,827,0.00725513905683192,0.575364144903562,0.00417434687959053
"Climate change: Just deal with it","for",6,827,0.00725513905683192,0,0
"Climate change: Just deal with it","santa",6,827,0.00725513905683192,0.575364144903562,0.00417434687959053
"Climate change: Just deal with it","there",6,827,0.00725513905683192,0.693147180559945,0.00502887918181339
"Climate change: Just deal with it","water",6,827,0.00725513905683192,0.575364144903562,0.00417434687959053
"Climate changes affect everyone, time to act","i",6,668,0.00898203592814371,0.287682072451781,0.00258397071064474
"Climate changes affect everyone, time to act","not",6,668,0.00898203592814371,0,0
"Climate changes affect everyone, time to act","time",6,668,0.00898203592814371,0,0
"Climate-change science proven and certain as dangers to planet grow","as",6,978,0.00613496932515337,0,0
"Climate-change science proven and certain as dangers to planet grow","by",6,978,0.00613496932515337,0,0
"Climate-change science proven and certain as dangers to planet grow","from",6,978,0.00613496932515337,0.133531392624523,0.000819210997696457
"Fight climate change - for justice and health","78",6,875,0.00685714285714286,0,0
"Fight climate change - for justice and health","clean",6,875,0.00685714285714286,1.67397643357167,0.0114786955444915
"Fight climate change - for justice and health","green",6,875,0.00685714285714286,0.980829253011726,0.00672568630636612
"Fight climate change - for justice and health","if",6,875,0.00685714285714286,0.207639364778245,0.00142381278705082
"Fight climate change - for justice and health","we",6,875,0.00685714285714286,0,0
"Fight climate change - for justice and health","you",6,875,0.00685714285714286,0.470003629245736,0.00322288202911362
"High and Dry","an",6,1628,0.00368550368550369,0,0
"High and Dry","book",6,1628,0.00368550368550369,1.67397643357167,0.00616944631537471
"High and Dry","change",6,1628,0.00368550368550369,0,0
"High and Dry","it",6,1628,0.00368550368550369,0.0645385211375712,0.000237856957509476
"High and Dry","out",6,1628,0.00368550368550369,0.470003629245736,0.00173220010778527
"Hot or cold?","be",6,1298,0.00462249614791988,0,0
"Hot or cold?","by",6,1298,0.00462249614791988,0,0
"Hot or cold?","candidates",6,1298,0.00462249614791988,1.67397643357167,0.00773794961589371
"Hot or cold?","issue",6,1298,0.00462249614791988,1.16315080980568,0.00537666013777665
"Hot or cold?","more",6,1298,0.00462249614791988,0.207639364778245,0.000959812163843966
"Hot or cold?","natural",6,1298,0.00462249614791988,0,0
"Hot or cold?","or",6,1298,0.00462249614791988,0.207639364778245,0.000959812163843966
"Hot or cold?","those",6,1298,0.00462249614791988,0.374693449441411,0.00173201902669373
"Hot or cold?","vote",6,1298,0.00462249614791988,2.07944154167984,0.00961221051623961
"Hot or cold?","voters",6,1298,0.00462249614791988,1.67397643357167,0.00773794961589371
"Hot or cold?","with",6,1298,0.00462249614791988,0,0
"Hot or cold?","your",6,1298,0.00462249614791988,1.38629436111989,0.00640814034415974
"Industrial Evolution","air",6,4393,0.00136580924197587,0.826678573184468,0.00112908523539877
