"titles_midwest","word","n","total","tf","idf","tf_idf"
"Grim forecast in Minnesota climate adaptation report","states",7,1451,0.00482425913163336,0.405465108108164,0.00195606875034952
"Grim forecast in Minnesota climate adaptation report","transportation",7,1451,0.00482425913163336,1.32175583998232,0.00637649268082442
"Grim forecast in Minnesota climate adaptation report","which",7,1451,0.00482425913163336,0.510825623765991,0.00246435518012539
"K-State experts outline climate change effects on Kansas","2021",7,1400,0.005,0,0
"K-State experts outline climate change effects on Kansas","but",7,1400,0.005,0.0689928714869514,0.000344964357434757
"K-State experts outline climate change effects on Kansas","knapp",7,1400,0.005,2.70805020110221,0.0135402510055111
"K-State experts outline climate change effects on Kansas","see",7,1400,0.005,0.628608659422374,0.00314304329711187
"K-State experts outline climate change effects on Kansas","would",7,1400,0.005,0.628608659422374,0.00314304329711187
"On St. Louis visit, US secretary of agriculture talks climate change","dicamba",7,912,0.00767543859649123,2.70805020110221,0.0207854730347757
"Organic tackles 'existential threat' of climate change","by",7,798,0.0087719298245614,0,0
"Organic tackles 'existential threat' of climate change","trade",7,798,0.0087719298245614,1.09861228866811,0.00963694990059745
"Report: Climate change could increase migration","at",7,976,0.00717213114754098,0.0689928714869514,0.000494825922549857
"Report: Climate change could increase migration","million",7,976,0.00717213114754098,1.6094379124341,0.0115430997818019
"Report: Climate change could increase migration","scenario",7,976,0.00717213114754098,1.6094379124341,0.0115430997818019
"Scientists offer new estimate for how people altered planet","a",7,961,0.0072840790842872,0,0
"Scientists offer new estimate for how people altered planet","from",7,961,0.0072840790842872,0.143100843640673,0.00104235786210688
"Scientists offer new estimate for how people altered planet","vegetation",7,961,0.0072840790842872,1.6094379124341,0.0117232730354201
"South Dakota Board of Education passes science standards","89",7,752,0.00930851063829787,0,0
"South Dakota Board of Education passes science standards","90",7,752,0.00930851063829787,0.0689928714869514,0.000642220878203005
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","as",7,1115,0.0062780269058296,0.143100843640673,0.000898390946623061
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","for",7,1115,0.0062780269058296,0,0
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","public",7,1115,0.0062780269058296,0.510825623765991,0.00320697701019008
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","we",7,1115,0.0062780269058296,0.143100843640673,0.000898390946623061
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","will",7,1115,0.0062780269058296,0.22314355131421,0.00140090121901298
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","wisconsin",7,1115,0.0062780269058296,2.70805020110221,0.0170012120248569
"Analysis says climate rules to slow growth","change",6,836,0.00717703349282297,0,0
"Analysis says climate rules to slow growth","costs",6,836,0.00717703349282297,2.01490302054226,0.014461026463222
"Analysis says climate rules to slow growth","economic",6,836,0.00717703349282297,0.916290731874155,0.00657624927182408
"Analysis says climate rules to slow growth","growth",6,836,0.00717703349282297,1.6094379124341,0.0115509898021586
"Analysis says climate rules to slow growth","on",6,836,0.00717703349282297,0,0
"Analysis says climate rules to slow growth","prices",6,836,0.00717703349282297,2.70805020110221,0.0194357669935565
"Analysis says climate rules to slow growth","would",6,836,0.00717703349282297,0.628608659422374,0.00451154540255292
"Bipartisan action, leadership on climate change","79",6,875,0.00685714285714286,0.22314355131421,0.00153012720901172
"Bipartisan action, leadership on climate change","all",6,875,0.00685714285714286,0.143100843640673,0.000981262927821759
"Bipartisan action, leadership on climate change","braun",6,875,0.00685714285714286,2.70805020110221,0.0185694870932723
"Climate change could force 200 million to move","2021",6,910,0.00659340659340659,0,0
"Climate change could force 200 million to move","73",6,910,0.00659340659340659,0.143100843640673,0.000943522045982461
"Climate change could force 200 million to move","africa",6,910,0.00659340659340659,1.6094379124341,0.0106116785435215
"Climate change could force 200 million to move","migration",6,910,0.00659340659340659,2.01490302054226,0.0132850748607182
"Climate change could force 200 million to move","move",6,910,0.00659340659340659,0.762140052046897,0.00502509924426525
"Climate change is real, and it requires us to act","90",6,615,0.00975609756097561,0.0689928714869514,0.00067310118523855
"Climate change is real, and it requires us to act","if",6,615,0.00975609756097561,0.22314355131421,0.002177010256724
"Climate change is real, and it requires us to act","that",6,615,0.00975609756097561,0,0
"Climate change is real, and it requires us to act","us",6,615,0.00975609756097561,0.405465108108164,0.00395575715227477
"Climate change, logging collide","2021",6,1103,0.00543970988213962,0,0
"Climate change, logging collide","79",6,1103,0.00543970988213962,0.22314355131421,0.00121383618121964
"Climate change, logging collide","have",6,1103,0.00543970988213962,0.0689928714869514,0.000375301204824758
"Climate change, logging collide","industry",6,1103,0.00543970988213962,0,0
"Climate change, logging collide","service",6,1103,0.00543970988213962,2.01490302054226,0.0109604878723967
"Climate change: call it what you will, farmers face new challenges.","department",6,1653,0.00362976406533575,0.916290731874155,0.00332591917195701
"Climate change: call it what you will, farmers face new challenges.","farm",6,1653,0.00362976406533575,0.916290731874155,0.00332591917195701
"Climate change: call it what you will, farmers face new challenges.","from",6,1653,0.00362976406533575,0.143100843640673,0.000519422299966146
"Climate change: call it what you will, farmers face new challenges.","new",6,1653,0.00362976406533575,0.510825623765991,0.00185417649279851
"Climate change: call it what you will, farmers face new challenges.","soybeans",6,1653,0.00362976406533575,2.70805020110221,0.00982958330708606
"Climate change: call it what you will, farmers face new challenges.","with",6,1653,0.00362976406533575,0,0
"Climate change: call it what you will, farmers face new challenges.","you",6,1653,0.00362976406533575,0.916290731874155,0.00332591917195701
"Climate change: when local is global.","this",6,1506,0.00398406374501992,0.22314355131421,0.000889018132725935
"Grim forecast in Minnesota climate adaptation report","according",6,1451,0.00413507925568573,0.916290731874155,0.00378893479754992
"Grim forecast in Minnesota climate adaptation report","already",6,1451,0.00413507925568573,0.628608659422374,0.00259934662752188
"Grim forecast in Minnesota climate adaptation report","by",6,1451,0.00413507925568573,0,0
"Grim forecast in Minnesota climate adaptation report","we",6,1451,0.00413507925568573,0.143100843640673,0.000591733330009676
"K-State experts outline climate change effects on Kansas","89",6,1400,0.00428571428571429,0,0
"K-State experts outline climate change effects on Kansas","are",6,1400,0.00428571428571429,0,0
"K-State experts outline climate change effects on Kansas","be",6,1400,0.00428571428571429,0.0689928714869514,0.000295683734944078
"K-State experts outline climate change effects on Kansas","effects",6,1400,0.00428571428571429,0.916290731874155,0.00392696027946066
"K-State experts outline climate change effects on Kansas","impact",6,1400,0.00428571428571429,1.09861228866811,0.00470833838000618
"K-State experts outline climate change effects on Kansas","it's",6,1400,0.00428571428571429,0.916290731874155,0.00392696027946066
"K-State experts outline climate change effects on Kansas","university",6,1400,0.00428571428571429,0.916290731874155,0.00392696027946066
"On St. Louis visit, US secretary of agriculture talks climate change","science",6,912,0.00657894736842105,0.310154928303839,0.00204049294936736
"Organic tackles 'existential threat' of climate change","79",6,798,0.0075187969924812,0.22314355131421,0.00167777106251286
"Organic tackles 'existential threat' of climate change","carbon",6,798,0.0075187969924812,0.762140052046897,0.00573037633117967
"Organic tackles 'existential threat' of climate change","emissions",6,798,0.0075187969924812,0.510825623765991,0.00384079416365407
"Organic tackles 'existential threat' of climate change","policy",6,798,0.0075187969924812,0,0
"Organic tackles 'existential threat' of climate change","threat",6,798,0.0075187969924812,0.916290731874155,0.0068894039990538
"Report: Climate change could increase migration","2021",6,976,0.00614754098360656,0,0
"Report: Climate change could increase migration","78",6,976,0.00614754098360656,0.0689928714869514,0.000424136505042734
"Report: Climate change could increase migration","africa",6,976,0.00614754098360656,1.6094379124341,0.00989408552725881
"Report: Climate change could increase migration","within",6,976,0.00614754098360656,1.09861228866811,0.006753764069681
"Scientists offer new estimate for how people altered planet","78",6,961,0.00624349635796046,0.0689928714869514,0.000430756741854015
"Scientists offer new estimate for how people altered planet","are",6,961,0.00624349635796046,0,0
"Scientists offer new estimate for how people altered planet","atmosphere",6,961,0.00624349635796046,1.32175583998232,0.00825237777304258
"Scientists offer new estimate for how people altered planet","deforestation",6,961,0.00624349635796046,2.01490302054226,0.0125800396703992
"Scientists offer new estimate for how people altered planet","have",6,961,0.00624349635796046,0.0689928714869514,0.000430756741854015
"Scientists offer new estimate for how people altered planet","how",6,961,0.00624349635796046,0.310154928303839,0.00193645116526851
"Scientists offer new estimate for how people altered planet","just",6,961,0.00624349635796046,0.628608659422374,0.003924715875686
"Scientists offer new estimate for how people altered planet","not",6,961,0.00624349635796046,0.143100843640673,0.000893449596091612
"Scientists offer new estimate for how people altered planet","use",6,961,0.00624349635796046,1.09861228866811,0.00685918182310995
"Scientists offer new estimate for how people altered planet","with",6,961,0.00624349635796046,0,0
"South Dakota Board of Education passes science standards","at",6,752,0.00797872340425532,0.0689928714869514,0.000550475038459719
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","90",6,1115,0.00538116591928251,0.0689928714869514,0.000371262088719021
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","agriculture",6,1115,0.00538116591928251,0.510825623765991,0.00274883743730578
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","are",6,1115,0.00538116591928251,0,0
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","events",6,1115,0.00538116591928251,0.762140052046897,0.00410120207379496
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","floods",6,1115,0.00538116591928251,0.628608659422374,0.00338264749464955
